STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,1000000
9104.T,3364.642334,72,3442.663086,5617.494141,2.32,2023-04-10,2023-04-19,7,68.27850436,60.78874672,-7.48975764,1235332.234
9766.T,6350.144531,29,6310.456055,-1150.96582,-0.63,2023-04-04,2023-04-20,9,58.16872282,53.18184835,-4.986874476,1234181.268
8697.T,2029.7229,149,2110.832764,12085.36963,4,2023-04-06,2023-04-20,8,77.51839508,74.77160492,-2.746790159,1246266.637
8053.T,2397.462402,105,2402.367188,515.0024414,0.2,2023-04-12,2023-04-20,6,70.11698298,62.12255747,-7.994425503,1246781.64
8830.T,2999.85791,83,3020.704102,1730.233887,0.69,2023-04-11,2023-04-24,9,43.38784159,38.69087357,-4.696968014,1248511.874
3863.T,1054,237,1054,0,0,2023-04-20,2023-04-27,5,61.86931638,58.76728379,-3.102032583,1248511.874
7735.T,5531.500488,45,5447.314453,-3788.371582,-1.52,2023-04-24,2023-04-28,4,37.40244316,36.473871,-0.928572163,1244723.502
9202.T,2847,87,3001,13398,5.41,2023-04-19,2023-05-11,15,52.75517054,51.51191945,-1.243251089,1258121.502
9532.T,2224.568359,113,2184.10376,-4572.499756,-1.82,2023-04-28,2023-05-11,8,60.94377589,51.05385549,-9.889920399,1253549.002
7731.T,1319.510742,189,1458.354736,26241.51489,10.52,2023-04-21,2023-05-12,14,30.35716118,25.54434794,-4.812813248,1279790.517
8035.T,15223.40137,16,17310.16016,33388.14063,13.71,2023-04-25,2023-05-17,15,30.68454138,26.22774799,-4.456793392,1313178.658
6988.T,8667.324219,29,9782.823242,32349.47168,12.87,2023-04-27,2023-05-18,14,44.73463897,40.76244236,-3.972196608,1345528.13
7832.T,3207.718994,79,3377.175781,13387.08618,5.28,2023-05-11,2023-05-19,6,91.78591591,89.91219948,-1.873716429,1358915.216
8331.T,889.9465942,298,870.2138062,-5880.37085,-2.22,2023-05-15,2023-05-22,5,67.7193066,60.81159477,-6.907711822,1353034.845
3099.T,1514.968018,183,1406.471558,-19854.85217,-7.16,2023-05-17,2023-05-24,5,58.81981077,48.57078958,-10.24902119,1333179.993
6305.T,3430,75,3550,9000,3.5,2023-05-22,2023-05-30,5,71.77777778,64.62250692,-7.155270855,1342179.993
8604.T,489.1000061,543,489,-54.30331421,-0.02,2023-05-12,2023-05-31,12,15.84085604,11.60279781,-4.238058232,1342125.689
3405.T,1296.777466,219,1295.794312,-215.310791,-0.08,2023-05-18,2023-05-31,8,81.25165347,74.60428997,-6.647363507,1341910.379
7752.T,1118.61792,238,1150.18396,7512.717529,2.82,2023-05-19,2023-05-31,7,39.30914717,27.60241449,-11.70673269,1349423.096
6971.T,7926,34,7796,-4420,-1.64,2023-05-31,2023-06-01,1,91.22978179,89.73701045,-1.492771338,1345003.096
8830.T,3318.505859,81,3528.952637,17046.18896,6.34,2023-05-30,2023-06-08,7,57.9646714,52.06384314,-5.90082826,1362049.285
4021.T,6214.290527,44,6205.388672,-391.6816406,-0.14,2023-06-05,2023-06-12,5,52.4615176,43.61364057,-8.847877026,1361657.604
8802.T,1657.670898,164,1674.5,2759.972656,1.02,2023-06-02,2023-06-13,7,36.35198101,21.78225199,-14.56972902,1364417.576
9107.T,3262.617188,88,3141.924805,-10620.92969,-3.7,2023-06-08,2023-06-14,4,34.11193399,27.42790328,-6.684030707,1353796.646
5201.T,4931.372559,52,5147.058594,11215.67383,4.37,2023-05-24,2023-06-19,17,33.33334033,26.55310112,-6.780239219,1365012.32
9022.T,3330.150146,82,3452.834717,10060.13477,3.68,2023-06-01,2023-06-20,13,47.82611715,39.97534596,-7.850771189,1375072.455
6504.T,6269,43,6337,2924,1.08,2023-06-12,2023-06-20,6,70.13543859,68.13895103,-1.996487552,1377996.455
6471.T,865.4832764,321,880.4223633,4795.446899,1.73,2023-06-13,2023-06-21,6,60.7214002,59.92356148,-0.797838716,1382791.902
8316.T,5782.546875,47,5834.677246,2450.127441,0.9,2023-06-14,2023-06-21,5,78.69691582,72.95072595,-5.746189873,1385242.029
7762.T,841.1784058,324,849.0124512,2538.230713,0.93,2023-06-19,2023-06-27,5,54.72743191,51.84208068,-2.885351232,1387780.26
6753.T,811.0999756,342,790.5999756,-7011,-2.53,2023-06-20,2023-06-27,4,32.18816285,31.60404408,-0.584118778,1380769.26
8233.T,1889.473389,147,1857.178955,-4747.281738,-1.71,2023-06-21,2023-06-29,5,30.06709204,24.66785501,-5.399237031,1376021.978
9501.T,520,536,528.2000122,4395.206543,1.58,2023-06-22,2023-06-29,5,58.41448346,51.053445,-7.36103846,1380417.185
9022.T,3544.112061,78,3545.093506,76.55273438,0.03,2023-06-23,2023-06-30,5,86.95044353,85.91825726,-1.032186269,1380493.738
4661.T,5540.58252,49,5644.499512,5091.932617,1.88,2023-06-27,2023-07-05,6,58.30483551,50.45288997,-7.85194554,1385585.67
7201.T,555.9000244,497,597.0999756,20476.37573,7.41,2023-06-28,2023-07-07,7,72.31759035,65.68011058,-6.637479768,1406062.046
8233.T,2000.268066,138,1962.011597,-5279.392822,-1.91,2023-06-30,2023-07-10,6,54.79168421,48.62027933,-6.171404879,1400782.653
6857.T,5051.162598,55,4848.219727,-11161.85791,-4.02,2023-07-03,2023-07-10,5,59.56857034,48.8693668,-10.69920353,1389620.795
9107.T,3825.8479,72,3748.330078,-5581.283203,-2.03,2023-07-05,2023-07-12,5,74.02733442,70.21303451,-3.814299906,1384039.512
4568.T,4116.053223,72,3774.459717,-24594.73242,-8.3,2023-07-07,2023-07-12,3,14.58980848,13.32777093,-1.262037559,1359444.78
4755.T,501,555,561.4000244,33522.01355,12.06,2023-06-29,2023-07-14,11,7.886319269,4.896590185,-2.989729083,1392966.793
3863.T,1200,224,1178,-4928,-1.83,2023-07-10,2023-07-18,6,21.03523271,19.99271984,-1.042512872,1388038.793
2002.T,1684.574829,160,1673.6875,-1741.972656,-0.65,2023-07-11,2023-07-19,6,12.29370881,9.106308461,-3.187400348,1386296.821
2413.T,3193,85,3126,-5695,-2.1,2023-07-13,2023-07-24,7,18.65806452,11.11629716,-7.541767354,1380601.821
6981.T,2757.040527,96,2708.161377,-4692.398438,-1.77,2023-07-18,2023-07-26,6,35.78686768,20.7245354,-15.06233228,1375909.422
1808.T,1755.03186,154,1812.830811,8901.03833,3.29,2023-07-12,2023-07-31,13,79.88917836,77.55345164,-2.335726716,1384810.46
9064.T,2628.733154,101,2640.12793,1150.872314,0.43,2023-07-24,2023-08-01,6,68.86761638,61.13940039,-7.728215991,1385961.333
5713.T,4766.38916,65,4857.839844,5944.294434,1.92,2023-07-14,2023-08-02,13,30.6756602,22.54322807,-8.132432134,1391905.627
6724.T,2222.120605,121,2253.633057,3813.006592,1.42,2023-07-19,2023-08-02,10,39.29003402,27.26082509,-12.02920893,1395718.634
7832.T,3203.731689,87,3129.968018,-6417.439453,-2.3,2023-07-31,2023-08-07,5,25.50044064,19.0506835,-6.449757143,1389301.194
6674.T,2888.42627,93,2729.809082,-14751.39844,-5.49,2023-08-01,2023-08-07,4,52.11256649,47.02257629,-5.089990198,1374549.796
7013.T,3455.070557,85,3418.649414,-3095.797119,-1.05,2023-08-02,2023-08-15,9,16.76003852,12.89287289,-3.867165627,1371453.999
5631.T,2915.117188,90,2851.766602,-5701.552734,-2.17,2023-08-07,2023-08-16,7,30.89996909,27.8382553,-3.061713788,1365752.446
3402.T,811.5579224,327,776.3587646,-11510.12457,-4.34,2023-08-08,2023-08-16,6,45.54237925,39.57914043,-5.963238821,1354242.321
4452.T,5282,49,5688,19894,7.69,2023-07-26,2023-08-17,16,27.5,23.78479248,-3.715207519,1374136.321
4502.T,4259.106934,69,4352.250488,6426.905273,2.19,2023-08-04,2023-08-17,9,36.30080796,33.43695523,-2.863852736,1380563.227
5803.T,1143.114746,254,1111.197998,-8106.854004,-2.79,2023-08-15,2023-08-21,4,21.88562684,17.29376923,-4.591857606,1372456.373
4061.T,2523.916016,101,2546.433594,2274.275391,0.89,2023-08-16,2023-08-22,4,20.88668207,17.87236955,-3.014312521,1374730.648
2002.T,1834.028931,153,1866.196167,4921.587158,1.75,2023-08-21,2023-08-28,5,86.36875705,82.46850669,-3.900250367,1379652.235
8331.T,979.3358765,284,1008.343018,8238.028076,2.96,2023-08-17,2023-08-29,8,69.5550591,66.47505494,-3.080004158,1387890.263
3436.T,1924,144,1936.5,1800,0.65,2023-08-18,2023-08-30,8,7.452523321,7.005579554,-0.446943767,1389690.263
2801.T,8173.427246,33,8357.648438,6079.299316,2.25,2023-08-23,2023-09-05,9,41.41023799,34.21536172,-7.194876269,1395769.563
1721.T,3025.25293,95,3054.786865,2805.723877,0.98,2023-08-29,2023-09-06,6,75.33119465,73.7367012,-1.594493449,1398575.287
5541.T,1543,174,1587,7656,2.85,2023-08-22,2023-09-08,13,22.51870599,15.29060631,-7.228099678,1406231.287
6301.T,4000.033936,71,4212.529297,15087.17065,5.31,2023-08-28,2023-09-08,9,42.12768294,33.57796434,-8.549718601,1421318.457
4063.T,4530.758789,61,4566.355957,2171.427246,0.79,2023-08-30,2023-09-08,7,29.87196388,26.04200451,-3.829959372,1423489.884
6724.T,2263.973145,123,2206.856689,-7025.323975,-2.52,2023-09-05,2023-09-08,3,43.16678047,42.04096868,-1.125811796,1416464.56
9984.T,6588.341797,42,6439.852539,-6236.548828,-2.25,2023-09-11,2023-09-20,7,21.32903378,17.43197357,-3.897060209,1410228.012
1721.T,3140.435059,90,3160.124268,1772.028809,0.63,2023-09-12,2023-09-21,7,79.37060807,76.82521849,-2.545389584,1412000.04
5101.T,3070,92,3181,10212,3.62,2023-09-13,2023-09-22,7,49.84421236,42.73383992,-7.110372446,1422212.04
1801.T,5289.987793,51,5240.594727,-2519.046387,-0.93,2023-09-20,2023-09-26,4,84.97135001,81.84538437,-3.12596564,1419692.994
6724.T,2312.718994,122,2391.5,9611.282715,3.41,2023-09-14,2023-09-27,9,43.31599509,38.74309564,-4.572899442,1429304.277
9202.T,3272,85,3133,-11815,-4.25,2023-09-26,2023-09-29,3,38.69388432,35.77261638,-2.921267945,1417489.277
8697.T,2576.719482,113,2789,23987.69849,8.24,2023-09-06,2023-10-02,17,48.46250026,45.38391091,-3.078589358,1441476.975
4503.T,2131,134,2074,-7638,-2.67,2023-09-27,2023-10-02,2,25.22230675,20.07066732,-5.151639434,1433838.975
4507.T,6686,39,6522,-6396,-2.45,2023-09-29,2023-10-03,1,78.83422934,73.60612149,-5.228107846,1427442.975
4568.T,4167.840332,69,3945,-15375.98291,-5.35,2023-09-25,2023-10-04,6,18.01702606,14.52262205,-3.494404014,1412066.992
6762.T,5461,51,5260,-10251,-3.68,2023-10-03,2023-10-04,1,58.80726091,55.72541535,-3.081845559,1401815.992
4519.T,4617,62,4426,-11842,-4.14,2023-09-28,2023-10-05,4,40.88310597,31.84515353,-9.037952444,1389973.992
2413.T,2720.5,102,2592.5,-13056,-4.71,2023-10-05,2023-10-13,6,15.63790364,11.36994144,-4.267962199,1376917.992
8267.T,3046,92,2977.5,-6302,-2.25,2023-10-06,2023-10-16,6,39.12144703,29.54429038,-9.577156645,1370615.992
6367.T,23090,11,22865,-2475,-0.97,2023-10-04,2023-10-18,10,9.717187364,8.841734457,-0.875452907,1368140.992
7752.T,1284,209,1258,-5434,-2.02,2023-10-13,2023-10-18,3,48.40165017,42.9594143,-5.442235866,1362706.992
6954.T,3953,75,3859,-7050,-2.38,2023-10-02,2023-10-19,13,12.87649873,9.776765262,-3.099733466,1355656.992
8001.T,5547,50,5296,-12550,-4.52,2023-10-10,2023-10-19,7,25.36174943,15.64588194,-9.715867493,1343106.992
7832.T,3089,88,3055,-2992,-1.1,2023-10-17,2023-10-27,7,17.95702874,16.50802471,-1.449004034,1340114.992
